document,topic,gamma,amount,ele_code
1940221,14,0.036144578,83755,7980
2039616,14,0.034700315,335982,8060
2125528,14,0.034285714,2999967,1997
2021871,14,0.034210526,2999289,1997
1951688,14,0.034090909,533658,8060
2122416,14,0.033962264,499971,8060
1842678,14,0.033898305,20000,1668
2105251,14,0.033846154,5.00E+05,1997
2125727,14,0.033846154,2998922,1997
1937490,14,0.033834586,1425654,7980
2000483,14,0.033639144,939673,7980
1821794,14,0.033492823,299998,8060
2139901,14,0.033333333,NA,NA
2125758,14,0.033254157,2999701,1997
1914771,14,0.033195021,1683319,1668
1946650,14,0.033033033,976616,1668
2123024,14,0.033018868,59286,1668
1760884,14,0.032894737,499996,7980
1922579,14,0.032786885,2822789,"1997, 7261"
1922560,14,0.032738095,2999379,"1997, 7261"
1828902,14,0.03264095,2994781,"1997, 7261"
1912474,14,0.032608696,1367185,7980
1842287,14,0.032258065,568831,"1536, 1668, 7412"
1828974,14,0.032171582,3020324,"1997, 7261"
2011117,14,0.03187251,415999,8060
1946442,14,0.03125,1617544,1668
2041960,14,0.031161473,316000,8060
1949922,14,0.030888031,318639,7980
2113955,14,0.030534351,299999,8060
2114808,14,0.030120482,299987,8060
1921840,14,0.029100529,2527837,1668
1922649,14,0.029023747,2999967,"1997, 7261"
1953525,14,0.02892562,1376908,"1997, 7980"
1954967,14,0.028818444,495993,1997
2022190,14,0.028368794,3.00E+06,"104Y, 1997"
1806705,14,0.028268551,580188,1997
2039606,14,0.027607362,308000,8060
2105254,14,0.027522936,NA,NA
1937738,14,0.026936027,342101,7980
2043104,14,0.02688172,1324935,1668
2125483,14,0.026666667,349948,162Y
1842096,14,0.026315789,7564135,"1536, 1668, 7412"
2043250,14,0.026229508,1540696,1668
1855925,14,0.025641026,499174,"1997, 7261"
2121898,14,0.025454545,227519,162Y
1903152,14,0.025316456,36907,7261
2055062,14,0.025270758,1109100,7980
1753681,14,0.025236593,3003088,1668
1829004,14,0.025139665,3069765,"1997, 7261"
1835309,14,0.025139665,999375,"7980, 8624"
1828149,14,0.024793388,2999967,"1997, 7261"
2021744,14,0.024774775,2999999,1997
2041970,14,0.024734982,299945,8060
1946553,14,0.024734982,1756591,1668
1946557,14,0.024657534,1062699,1668
1922180,14,0.024647887,2764115,1668
1931800,14,0.024489796,499595,8060
1943041,14,0.024390244,290745,7980
2054920,14,0.024305556,NA,NA
1829008,14,0.024242424,2993421,"1997, 7261"
2125913,14,0.024242424,3.00E+06,1997
1761008,14,0.024221453,2534716,7980
2038029,14,0.023880597,3.00E+05,8060
2039610,14,0.023809524,3.00E+05,8060
2023234,14,0.023809524,349552,162Y
2043095,14,0.02359882,1352250,1668
2030148,14,0.023489933,200466,1997
2117073,14,0.023178808,492892,8060
2039605,14,0.02310231,299566,8060
2000847,14,0.022792023,690027,7980
2022040,14,0.022792023,2999525,1997
1828910,14,0.022727273,3057335,"1997, 7261"
2025257,14,0.022580645,228379,162Y
2115025,14,0.022580645,299941,8060
2048018,14,0.02247191,245220,7980
1754092,14,0.022222222,4099434,1668
2114660,14,0.022082019,304761,162Y
2021585,14,0.022082019,2400000,1997
1806889,14,0.022012579,NA,NA
1922398,14,0.021406728,2574805,1668
2043237,14,0.021406728,1422198,1668
1821788,14,0.021390374,315984,8060
2000865,14,0.021352313,496963,7980
1806593,14,0.021276596,478443,"1997, 7261"
1820609,14,0.021186441,499594,1668
1856189,14,0.021148036,499797,"1997, 7261"
1828571,14,0.021021021,2998366,"1997, 7261"
2112689,14,0.020905923,48765,7980
2114892,14,0.020689655,299993,8060
1828288,14,0.020618557,2995676,"1997, 9150"
1856346,14,0.020547945,959082,"1997, 7261"
1821841,14,0.020512821,279448,8060
2037360,14,0.020325203,236486,"162y, 7980"
2015554,14,0.02027027,399999,8060
1922697,14,0.020231214,3115884,"1997, 7261"
1846321,14,0.020114943,379809,7980
2030313,14,0.019851117,163033,1997
1946626,14,0.01984127,922706,1668
1855978,14,0.019753086,389708,"1997, 7261"
2022168,14,0.019607843,3.00E+06,1997
1922072,14,0.019455253,2574236,1668
2125858,14,0.019283747,2415108,1997
2039612,14,0.019230769,299923,8060
2114936,14,0.019169329,NA,NA
2114789,14,0.01910828,3.00E+05,8060
1921485,14,0.01910828,2445818,1668
1912753,14,0.018957346,481360,8060
2105635,14,0.018867925,499997,1997
2043084,14,0.018518519,1518705,1668
2043022,14,0.018461538,957943,
2105723,14,0.018450185,5.00E+05,1997
1806607,14,0.018229167,598989,"1997, 7261"
2021874,14,0.018223235,2999878,1997
2039634,14,0.017804154,3.00E+05,8060
2000388,14,0.017699115,1328108,"7645, 7980"
1855841,14,0.017667845,331009,"1997, 7261"
2021713,14,0.017595308,2998114,"054Y, 104Y, 1997"
2125677,14,0.01758794,3.00E+06,1997
1754085,14,0.01754386,2209592,1668
1806664,14,0.017241379,433997,"1997, 7261"
2029632,14,0.017241379,4.00E+05,8060
1844136,14,0.017241379,250685,8060
1922694,14,0.017156863,2998456,"1997, 7261"
2114981,14,0.017064846,299481,8060
2100343,14,0.017006803,655321,7980
1922591,14,0.016949153,1560000,1997
2125703,14,0.016759777,925924,1997
1828942,14,0.016713092,2907236,"1997, 7261"
1946537,14,0.016666667,1457244,1668
1915780,14,0.016393443,522175,8060
1822030,14,0.016393443,37167,"1997, 7980"
1926789,14,0.015810277,999834,"7980, 8624"
1819521,14,0.015748031,NA,NA
1848789,14,0.015673981,30258,1997
2114824,14,0.015625,312568,"054y, 8060"
2113803,14,0.015337423,299995,8060
2105721,14,0.015037594,499749,1997
2125921,14,0.01497006,1969598,"1997, 7959"
2042996,14,0.014869888,954746,1668
1842074,14,0.014705882,NA,NA
1956193,14,0.014563107,NA,NA
1821560,14,0.014354067,299999,8060
2043324,14,0.014336918,1917081,1668
2113981,14,0.014285714,399974,1668
2126059,14,0.014084507,325009,162Y
1806904,14,0.014084507,440743,"1997, 7261"
2125606,14,0.01396648,2.00E+06,1997
2039445,14,0.01384083,3.00E+05,8060
1841792,14,0.013793103,246863,7980
1919004,14,0.013392857,541524,8060
1723734,14,0.013333333,499287,1668
2140003,14,0.013333333,NA,NA
1922004,14,0.01312336,3.00E+06,"1997, 7261"
2039288,14,0.013114754,299990,8060
1854494,14,0.012875536,32940,8060
2025162,14,0.012861736,348866,162Y
1806908,14,0.012779553,490101,"1997, 7261"
2054968,14,0.012779553,113025,8060
1922202,14,0.012711864,2324333,"1668, 8060"
1754014,14,0.012711864,3133673,1668
2042700,14,0.012658228,2200200,1668
1754054,14,0.012658228,2502208,1668
1820666,14,0.012658228,882952,1668
1946599,14,0.012539185,1650474,1668
1828822,14,0.012539185,3018896,"1997, 7261"
1934782,14,0.0125,316000,1668
2100155,14,0.012461059,764191,7980
2105726,14,0.012232416,458240,1997
2022036,14,0.012195122,2998915,1997
1856394,14,0.012195122,499957,"1997, 7261"
1955062,14,0.011976048,389619,1997
1821666,14,0.011811024,3.00E+05,8060
1937778,14,0.01179941,385300,"162Y, 7980"
2037658,14,0.011764706,4.00E+05,8060
1821780,14,0.01171875,308000,"1668, 8060"
2032292,14,0.011627907,4.00E+05,
1934285,14,0.011538462,498907,8060
2043106,14,0.011204482,1383804,
2028397,14,0.01119403,397826,8060
1937714,14,0.010909091,349667,7980
1820573,14,0.010869565,499853,1668
2115008,14,0.010869565,297575,8060
2114200,14,0.010676157,399674,8060
1760894,14,0.010638298,2474180,7980
1821822,14,0.010526316,363999,8060
1821766,14,0.010416667,294280,8060
1856302,14,0.010416667,499835,"1997, 7261"
1760993,14,0.010273973,1465787,7980
1821744,14,0.010152284,3.00E+05,8060
1821829,14,0.010050251,299998,8060
2126031,14,0.009933775,293442,162Y
1829071,14,0.009836066,3.00E+06,"1997, 7261"
2105801,14,0.009803922,391012,8060
1922598,14,0.00968523,2999928,"1997, 7261"
1954946,14,0.009615385,499978,1997
2105661,14,0.009584665,420299,1997
1947295,14,0.00955414,444665,8060
1954836,14,0.00952381,497799,1997
1922270,14,0.009493671,849138,1668
2114680,14,0.009463722,298214,8060
2042416,14,0.009345794,1396284,1668
2125940,14,0.009259259,335948,162Y
2028426,14,0.009259259,399203,"055Y, 1998, 8060"
1821775,14,0.00921659,299977,8060
1806874,14,0.009202454,490804,"1997, 7261"
1941415,14,0.009202454,1658202,1668
1820686,14,0.00913242,498425,1668
1806323,14,0.009009009,499997,"1997, 7261"
1822567,14,0.008928571,420377,1668
2017950,14,0.00877193,200562,7980
2100134,14,0.00877193,399826,1668
2000750,14,0.00867052,512509,7980
2025686,14,0.008522727,NA,NA
1956114,14,0.008403361,828194,7980
2120888,14,0.008379888,459224,162Y
1937612,14,0.008241758,998257,7980
1907537,14,0.008196721,320446,8060
1919326,14,0.008108108,694964,7980
1820531,14,0.008,5.00E+05,1668
1824258,14,0.007843137,299947,8060
1922687,14,0.007772021,2998770,"1997, 7261"
1920529,14,0.007662835,673249,7980
1903423,14,0.007633588,499164,8060
1922169,14,0.007604563,2391193,1668
1820685,14,0.007490637,499964,1668
1920560,14,0.007281553,1489273,7980
2031066,14,0.007168459,263216,7980
1920550,14,0.006872852,1421955,7980
2024584,14,0.006802721,193853,162Y
1753900,14,0.006535948,4164665,1668
1914613,14,0.006493506,497356,"7412, 8060"
1946607,14,0.006451613,1634366,1668
1946493,14,0.006349206,837422,1668
1828466,14,0.006349206,2998314,"1997, 7261"
2032122,14,0.006329114,145000,7980
2043302,14,0.006269592,907904,1668
1955109,14,0.006097561,5.00E+05,1997
2000599,14,0.006079027,831276,7980
2039583,14,0.006042296,3.00E+05,8060
1955049,14,0.006042296,499449,1997
2125295,14,0.00591716,2999513,1997
1954923,14,0.005830904,5.00E+05,1997
1806698,14,0.005479452,497820,"1997, 7261, 9150"
2021628,14,0.005405405,3.00E+06,1997
2025046,14,0.005076142,277359,162Y
2125684,14,0.004914005,1999736,1997
2125868,14,0.004796163,2999658,"104Y, 1997"
1820531,15,0.612,5.00E+05,1668
1819521,15,0.582677165,NA,NA
1927550,15,0.245967742,481761,8060
2117073,15,0.221854305,492892,8060
1855841,15,0.183745583,331009,"1997, 7261"
1821788,15,0.176470588,315984,8060
1903423,15,0.167938931,499164,8060
2011117,15,0.143426295,415999,8060
1901733,15,0.142857143,43831,8060
1922202,15,0.139830508,2324333,"1668, 8060"
1753681,15,0.129337539,3003088,1668
2041960,15,0.127478754,316000,8060
2115028,15,0.123552124,297712,8060
1820609,15,0.105932203,499594,1668
1947295,15,0.101910828,444665,8060
1806889,15,0.100628931,NA,NA
1821753,15,0.095022624,299935,8060
1821822,15,0.094736842,363999,8060
2025046,15,0.093908629,277359,162Y
2114789,15,0.092356688,3.00E+05,8060
1855925,15,0.091575092,499174,"1997, 7261"
1806874,15,0.088957055,490804,"1997, 7261"
2126059,15,0.088028169,325009,162Y
1934782,15,0.0875,316000,1668
2126031,15,0.086092715,293442,162Y
2039606,15,0.085889571,308000,8060
2114892,15,0.082758621,299993,8060
1821841,15,0.082051282,279448,8060
2037658,15,0.078431373,4.00E+05,8060
1806607,15,0.078125,598989,"1997, 7261"
1931724,15,0.075630252,532000,8060
1922579,15,0.075409836,2822789,"1997, 7261"
1821829,15,0.075376884,299998,8060
1821780,15,0.07421875,308000,"1668, 8060"
2105718,15,0.073446328,442383,1997
1934285,15,0.073076923,498907,8060
2113955,15,0.072519084,299999,8060
1920550,15,0.072164948,1421955,7980
2039354,15,0.06959707,313881,8060
1856189,15,0.066465257,499797,"1997, 7261"
2121898,15,0.065454545,227519,162Y
2025257,15,0.064516129,228379,162Y
1946626,15,0.063492063,922706,1668
1806323,15,0.063063063,499997,"1997, 7261"
2113803,15,0.061349693,299995,8060
1900210,15,0.059090909,3.00E+05,8060
2039445,15,0.058823529,3.00E+05,8060
1820573,15,0.057971014,499853,1668
2039408,15,0.057692308,299810,8060
2123024,15,0.056603774,59286,1668
2048018,15,0.056179775,245220,7980
2017950,15,0.052631579,200562,7980
1821794,15,0.052631579,299998,8060
1821766,15,0.052083333,294280,8060
1922694,15,0.051470588,2998456,"1997, 7261"
2125528,15,0.051428571,2999967,1997
1903152,15,0.050632911,36907,7261
1937778,15,0.050147493,385300,"162Y, 7980"
2000865,15,0.049822064,496963,7980
1955049,15,0.048338369,499449,1997
1821560,15,0.04784689,299999,8060
1844136,15,0.045977011,250685,8060
2043237,15,0.04587156,1422198,1668
1828869,15,0.043478261,2997405,"1997, 7261"
1940221,15,0.042168675,83755,7980
2039634,15,0.041543027,3.00E+05,8060
1931800,15,0.040816327,499595,8060
1922551,15,0.040697674,2998051,"1997, 7261"
1846321,15,0.040229885,379809,7980
1822567,15,0.040178571,420377,1668
2125483,15,0.04,349948,162Y
1955109,15,0.039634146,5.00E+05,1997
1855886,15,0.038922156,499649,"1997, 7261"
1955062,15,0.038922156,389619,1997
1946557,15,0.038356164,1062699,1668
2054968,15,0.038338658,113025,8060
2032292,15,0.037790698,4.00E+05,
1937490,15,0.037593985,1425654,7980
2114981,15,0.037542662,299481,8060
1806815,15,0.0375,499908,"1997, 7261"
2028397,15,0.037313433,397826,8060
2043022,15,0.036923077,957943,
1907537,15,0.036885246,320446,8060
2125921,15,0.035928144,1969598,"1997, 7959"
1842287,15,0.035842294,568831,"1536, 1668, 7412"
1821744,15,0.035532995,3.00E+05,8060
2112689,15,0.034843206,48765,7980
2039616,15,0.034700315,335982,8060
2125764,15,0.034055728,3.00E+06,"107Y, 1997"
2039637,15,0.033846154,299987,8060
1754054,15,0.033755274,2502208,1668
1956114,15,0.033613445,828194,7980
2041788,15,0.033333333,299777,8060
1842096,15,0.032894737,7564135,"1536, 1668, 7412"
1807056,15,0.032894737,498950,"1997, 7261"
1926736,15,0.032835821,393394,"7980, 8624"
1915780,15,0.032786885,522175,8060
2037360,15,0.032520325,236486,"162y, 7980"
2055062,15,0.032490975,1109100,7980
2114200,15,0.03202847,399674,8060
2042700,15,0.03164557,2200200,1668
1922004,15,0.031496063,3.00E+06,"1997, 7261"
1723734,15,0.031111111,499287,1668
2105251,15,0.030769231,5.00E+05,1997
1922666,15,0.030470914,2980383,"1997, 7261"
2041856,15,0.03030303,554762110,7172
1829075,15,0.03021978,2899112,"1997, 7261, 7699"
1854494,15,0.030042918,32940,8060
2039605,15,0.02970297,299566,8060
2105723,15,0.029520295,5.00E+05,1997
2043250,15,0.029508197,1540696,1668
2022036,15,0.029268293,2998915,1997
1954978,15,0.029032258,5.00E+05,1997
1922649,15,0.029023747,2999967,"1997, 7261"
1954776,15,0.028880866,512063,1997
2038483,15,0.028481013,297719,8060
1760831,15,0.027989822,733392,7980
2120888,15,0.027932961,459224,162Y
2028426,15,0.027777778,399203,"055Y, 1998, 8060"
2042882,15,0.027700831,1348615,1668
1821775,15,0.02764977,299977,8060
2125858,15,0.027548209,2415108,1997
1806698,15,0.02739726,497820,"1997, 7261, 9150"
1922072,15,0.027237354,2574236,1668
2039610,15,0.027210884,3.00E+05,8060
1753983,15,0.027149321,3080555,1668
2021744,15,0.027027027,2999999,1997
1922761,15,0.026954178,2999998,"1997, 7261"
2030148,15,0.026845638,200466,1997
2100355,15,0.026627219,487909,7980
1922291,15,0.026119403,2026410,1668
1914613,15,0.025974026,497356,"7412, 8060"
2029632,15,0.025862069,4.00E+05,8060
2024020,15,0.025559105,313087,162Y
1828466,15,0.025396825,2998314,"1997, 7261"
1828149,15,0.024793388,2999967,"1997, 7261"
2041970,15,0.024734982,299945,8060
2125727,15,0.024615385,2998922,1997
1829008,15,0.024242424,2993421,"1997, 7261"
2125913,15,0.024242424,3.00E+06,1997
2022023,15,0.024038462,2999986,1997
2038029,15,0.023880597,3.00E+05,8060
1912753,15,0.023696682,481360,8060
1806593,15,0.023640662,478443,"1997, 7261"
2025349,15,0.023411371,232866,162Y
1922642,15,0.023054755,3.00E+06,"1997, 7261"
2039288,15,0.02295082,299990,8060
2105801,15,0.022875817,391012,8060
2122416,15,0.022641509,499971,8060
2125677,15,0.022613065,3.00E+06,1997
2105661,15,0.022364217,420299,1997
1806908,15,0.022364217,490101,"1997, 7261"
1835309,15,0.022346369,999375,"7980, 8624"
2125606,15,0.022346369,2.00E+06,1997
1919004,15,0.022321429,541524,8060
1828820,15,0.022222222,2997865,"1997, 7261"
2043302,15,0.021943574,907904,1668
2022138,15,0.021604938,3.00E+06,1997
1928820,15,0.021428571,233212,7261
2000483,15,0.021406728,939673,7980
1937251,15,0.021212121,1195630,"162Y, 7980"
1946553,15,0.021201413,1756591,1668
1754014,15,0.021186441,3133673,1668
1761008,15,0.020761246,2534716,7980
1914771,15,0.020746888,1683319,1668
1841792,15,0.020689655,246863,7980
2100139,15,0.020477816,1334745,"125Y, 7980"
2100134,15,0.020467836,399826,1668
1954923,15,0.020408163,5.00E+05,1997
2015554,15,0.02027027,399999,8060
2126023,15,0.020242915,349948,162Y
2125748,15,0.020151134,2984140,1997
2025686,15,0.019886364,NA,NA
1828910,15,0.019886364,3057335,"1997, 7261"
2021900,15,0.019830028,2994994,1997
1829004,15,0.019553073,3069765,"1997, 7261"
2114824,15,0.01953125,312568,"054y, 8060"
1922598,15,0.01937046,2999928,"1997, 7261"
2115025,15,0.019354839,299941,8060
1828993,15,0.019354839,3.00E+06,"1997, 7261"
1949922,15,0.019305019,318639,7980
1954946,15,0.019230769,499978,1997
2021540,15,0.019230769,3.00E+06,1997
2125865,15,0.019178082,2999920,1997
2114680,15,0.018927445,298214,8060
2022190,15,0.01891253,3.00E+06,"104Y, 1997"
2043104,15,0.018817204,1324935,1668
1946599,15,0.018808777,1650474,1668
1828974,15,0.018766756,3020324,"1997, 7261"
2042416,15,0.018691589,1396284,1668
1754092,15,0.018518519,4099434,1668
1842074,15,0.018382353,NA,NA
2114952,15,0.018348624,3.00E+05,8060
2125733,15,0.018292683,3.00E+06,1997
2114808,15,0.018072289,299987,8060
2105555,15,0.017921147,332184,1997
1820640,15,0.017857143,497000,1668
2113981,15,0.017857143,399974,1668
2125295,15,0.017751479,2999513,1997
2000388,15,0.017699115,1328108,"7645, 7980"
2021713,15,0.017595308,2998114,"054Y, 104Y, 1997"
1856302,15,0.017361111,499835,"1997, 7261"
1954967,15,0.017291066,495993,1997
1855978,15,0.017283951,389708,"1997, 7261"
1760993,15,0.017123288,1465787,7980
1922512,15,0.017045455,2999661,"1997, 7261"
1820666,15,0.016877637,882952,1668
2125510,15,0.016853933,1999902,1997
1921813,15,0.016806723,2383240,1668
2022168,15,0.016806723,3.00E+06,1997
2125703,15,0.016759777,925924,1997
1761158,15,0.01659751,477224,7980
1919326,15,0.016216216,694964,7980
2021628,15,0.016216216,3.00E+06,1997
1946607,15,0.016129032,1634366,1668
2025162,15,0.01607717,348866,162Y
2039612,15,0.016025641,299923,8060
2114936,15,0.015974441,NA,NA
1760894,15,0.015957447,2474180,7980
2021874,15,0.01594533,2999878,1997
1922270,15,0.015822785,849138,1668
1926789,15,0.015810277,999834,"7980, 8624"
2114660,15,0.015772871,304761,162Y
1824258,15,0.015686275,299947,8060
2100155,15,0.015576324,764191,7980
1922687,15,0.015544041,2998770,"1997, 7261"
2125940,15,0.015432099,335948,162Y
1922398,15,0.01529052,2574805,1668
1922169,15,0.015209125,2391193,1668
2000599,15,0.015197568,831276,7980
2125362,15,0.015075377,1994676,1997
1946650,15,0.015015015,976616,1668
2042996,15,0.014869888,954746,1668
1807086,15,0.014662757,124413,1997
1922758,15,0.014450867,3.00E+06,"1997, 7261"
1922697,15,0.014450867,3115884,"1997, 7261"
2043324,15,0.014336918,1917081,1668
2022040,15,0.014245014,2999525,1997
1806904,15,0.014084507,440743,"1997, 7261"
1937612,15,0.013736264,998257,7980
1856346,15,0.01369863,959082,"1997, 7261"
2024584,15,0.013605442,193853,162Y
2114911,15,0.013559322,299557,8060
2022055,15,0.013513514,2999859,"054Y, 1997"
2125924,15,0.013422819,3.00E+06,"1253, 1997"
2139901,15,0.013333333,NA,NA
2140003,15,0.013333333,NA,NA
1829071,15,0.013114754,3.00E+06,"1997, 7261"
1753900,15,0.013071895,4164665,1668
2100234,15,0.012779553,882756,7980
1922658,15,0.012738854,3.00E+06,1997
1921485,15,0.012738854,2445818,1668
2105635,15,0.012578616,499997,1997
1848789,15,0.012539185,30258,1997
2105721,15,0.012531328,499749,1997
1946442,15,0.0125,1617544,1668
1761249,15,0.012269939,492531,7980
2105726,15,0.012232416,458240,1997
2021791,15,0.012158055,2999999,"1997, 7275"
1920560,15,0.012135922,1489273,7980
2039583,15,0.012084592,3.00E+05,8060
1828902,15,0.011869436,2994781,"1997, 7261"
1750038,15,0.011857708,2170960,1668
1821666,15,0.011811024,3.00E+05,8060
1920529,15,0.011494253,673249,7980
1951688,15,0.011363636,533658,8060
1820685,15,0.011235955,499964,1668
2043106,15,0.011204482,1383804,
1946537,15,0.011111111,1457244,1668
1937714,15,0.010909091,349667,7980
1912474,15,0.010869565,1367185,7980
1922639,15,0.010781671,2999967,"1997, 7261"
2031066,15,0.010752688,263216,7980
2125644,15,0.010752688,3.00E+06,1997
1946619,15,0.010666667,1290495,1668
1754085,15,0.010526316,2209592,1668
2054920,15,0.010416667,NA,NA
1806664,15,0.010344828,433997,"1997, 7261"
2105489,15,0.010335917,499870,1997
2104532,15,0.010309278,399986,8060
1937738,15,0.01010101,342101,7980
2138250,15,0.009836066,99879,1997
2125684,15,0.00982801,1999736,1997
1956193,15,0.009708738,NA,NA
2125868,15,0.009592326,2999658,"104Y, 1997"
1954836,15,0.00952381,497799,1997
1941415,15,0.009202454,1658202,1668
1856384,15,0.009174312,499898,"1997, 7261"
2105254,15,0.009174312,NA,NA
1856394,15,0.009146341,499957,"1997, 7261"
1820686,15,0.00913242,498425,1668
1828571,15,0.009009009,2998366,"1997, 7261"
2023234,15,0.008928571,349552,162Y
2043095,15,0.008849558,1352250,1668
1760884,15,0.00877193,499996,7980
2000750,15,0.00867052,512509,7980
1842678,15,0.008474576,20000,1668
2125906,15,0.008426966,2995850,1997
1828942,15,0.008356546,2907236,"1997, 7261"
1953525,15,0.008264463,1376908,"1997, 7980"
1943041,15,0.008130081,290745,7980
1921840,15,0.007936508,2527837,1668
1828010,15,0.007832898,2999997,"062Y, 1997, 7259, 7261"
1828288,15,0.007731959,2995676,"1997, 9150"
1761251,15,0.007490637,169057,7980
2030313,15,0.007444169,163033,1997
2043084,15,0.007407407,1518705,1668
1922591,15,0.007263923,1560000,1997
2115008,15,0.007246377,297575,8060
2125872,15,0.007177033,3.00E+06,"1997, 9150"
1806705,15,0.007067138,580188,1997
1922180,15,0.007042254,2764115,1668
2100343,15,0.006802721,655321,7980
2114974,15,0.006756757,299934,8060
1921576,15,0.006644518,2732877,1668
1822030,15,0.006557377,37167,"1997, 7980"
2113839,15,0.006535948,215000,8060
1921726,15,0.006493506,4191301,1668
1946493,15,0.006349206,837422,1668
1954259,15,0.006349206,499145,8060
2032122,15,0.006329114,145000,7980
2021585,15,0.006309148,2400000,1997
1828822,15,0.006269592,3018896,"1997, 7261"
1922560,15,0.005952381,2999379,"1997, 7261"
2000847,15,0.005698006,690027,7980
2125798,15,0.005449591,3.00E+06,1997
2021693,15,0.005291005,2748866,1997
2021871,15,0.005263158,2999289,1997
2125758,15,0.004750594,2999701,1997
1761251,16,0.29588015,169057,7980
1955109,16,0.259146341,5.00E+05,1997
2021874,16,0.248291572,2999878,1997
1820685,16,0.176029963,499964,1668
2125295,16,0.168639053,2999513,1997
1855886,16,0.161676647,499649,"1997, 7261"
1937612,16,0.159340659,998257,7980
1922658,16,0.159235669,3.00E+06,1997
2055062,16,0.158844765,1109100,7980
2125684,16,0.154791155,1999736,1997
1922512,16,0.139204545,2999661,"1997, 7261"
1937251,16,0.127272727,1195630,"162Y, 7980"
1828942,16,0.122562674,2907236,"1997, 7261"
1922758,16,0.121387283,3.00E+06,"1997, 7261"
2022138,16,0.108024691,3.00E+06,1997
2100139,16,0.102389078,1334745,"125Y, 7980"
1806593,16,0.101654846,478443,"1997, 7261"
1937490,16,0.093984962,1425654,7980
1828993,16,0.093548387,3.00E+06,"1997, 7261"
1820666,16,0.092827004,882952,1668
1956114,16,0.092436975,828194,7980
1922639,16,0.091644205,2999967,"1997, 7261"
2125644,16,0.091397849,3.00E+06,1997
1828149,16,0.090909091,2999967,"1997, 7261"
1922598,16,0.084745763,2999928,"1997, 7261"
1912474,16,0.081521739,1367185,7980
1761008,16,0.079584775,2534716,7980
1922649,16,0.079155673,2999967,"1997, 7261"
2021585,16,0.075709779,2400000,1997
2025686,16,0.073863636,NA,NA
1806874,16,0.073619632,490804,"1997, 7261"
1856394,16,0.073170732,499957,"1997, 7261"
1841792,16,0.072413793,246863,7980
1829071,16,0.072131148,3.00E+06,"1997, 7261"
2041788,16,0.07037037,299777,8060
1821780,16,0.06640625,308000,"1668, 8060"
1822030,16,0.06557377,37167,"1997, 7980"
2125921,16,0.062874251,1969598,"1997, 7959"
2125798,16,0.0626703,3.00E+06,1997
1760993,16,0.061643836,1465787,7980
1835309,16,0.061452514,999375,"7980, 8624"
2126023,16,0.060728745,349948,162Y
2039354,16,0.058608059,313881,8060
1922551,16,0.058139535,2998051,"1997, 7261"
2114660,16,0.056782334,304761,162Y
2125872,16,0.055023923,3.00E+06,"1997, 9150"
2021744,16,0.054054054,2999999,1997
1931800,16,0.053061224,499595,8060
2028397,16,0.052238806,397826,8060
1829075,16,0.052197802,2899112,"1997, 7261, 7699"
1926736,16,0.050746269,393394,"7980, 8624"
1821829,16,0.050251256,299998,8060
1949922,16,0.05019305,318639,7980
2025349,16,0.050167224,232866,162Y
2041970,16,0.049469965,299945,8060
1761249,16,0.049079755,492531,7980
2125483,16,0.048888889,349948,162Y
1846321,16,0.048850575,379809,7980
2125913,16,0.048484848,3.00E+06,1997
2022040,16,0.048433048,2999525,1997
2125703,16,0.047486034,925924,1997
1761158,16,0.045643154,477224,7980
2039612,16,0.044871795,299923,8060
2021871,16,0.044736842,2999289,1997
1919004,16,0.044642857,541524,8060
2038483,16,0.044303797,297719,8060
2113981,16,0.042857143,399974,1668
1901733,16,0.040816327,43831,8060
1844136,16,0.040229885,250685,8060
2125940,16,0.040123457,335948,162Y
2113839,16,0.039215686,215000,8060
2022168,16,0.039215686,3.00E+06,1997
1922666,16,0.038781163,2980383,"1997, 7261"
2054920,16,0.038194444,NA,NA
2100134,16,0.038011696,399826,1668
2029632,16,0.037356322,4.00E+05,8060
1937714,16,0.036363636,349667,7980
1829008,16,0.036363636,2993421,"1997, 7261"
1821744,16,0.035532995,3.00E+05,8060
1954946,16,0.03525641,499978,1997
2021628,16,0.035135135,3.00E+06,1997
1954923,16,0.034985423,5.00E+05,1997
2114892,16,0.034482759,299993,8060
2000847,16,0.034188034,690027,7980
2100343,16,0.034013605,655321,7980
1920560,16,0.033980583,1489273,7980
2122416,16,0.033962264,499971,8060
2114974,16,0.033783784,299934,8060
1922398,16,0.033639144,2574805,1668
2125733,16,0.033536585,3.00E+06,1997
1754092,16,0.033333333,4099434,1668
2025046,16,0.032994924,277359,162Y
2100355,16,0.032544379,487909,7980
1927550,16,0.032258065,481761,8060
2115025,16,0.032258065,299941,8060
2105555,16,0.032258065,332184,1997
2025162,16,0.032154341,348866,162Y
2100234,16,0.031948882,882756,7980
1828869,16,0.031884058,2997405,"1997, 7261"
1900210,16,0.031818182,3.00E+05,8060
1821666,16,0.031496063,3.00E+05,8060
2039445,16,0.031141869,3.00E+05,8060
1856384,16,0.03058104,499898,"1997, 7261"
2041856,16,0.03030303,554762110,7172
1806323,16,0.03003003,499997,"1997, 7261"
1955062,16,0.02994012,389619,1997
1855978,16,0.02962963,389708,"1997, 7261"
2039288,16,0.029508197,299990,8060
1956193,16,0.029126214,NA,NA
1820573,16,0.028985507,499853,1668
1928820,16,0.028571429,233212,7261
2037360,16,0.028455285,236486,"162y, 7980"
