document,topic,gamma,amount,ele_code
1919326,22,0.016216216,694964,7980
2021628,22,0.016216216,3.00E+06,1997
2126023,22,0.016194332,349948,162Y
2114936,22,0.015974441,NA,NA
1922658,22,0.015923567,3.00E+06,1997
2042700,22,0.015822785,2200200,1668
1821822,22,0.015789474,363999,8060
1806889,22,0.01572327,NA,NA
2105489,22,0.015503876,499870,1997
2022138,22,0.015432099,3.00E+06,1997
2105726,22,0.01529052,458240,1997
2021791,22,0.015197568,2999999,"1997, 7275"
2125362,22,0.015075377,1994676,1997
1821829,22,0.015075377,299998,8060
1946650,22,0.015015015,976616,1668
1955062,22,0.01497006,389619,1997
2038029,22,0.014925373,3.00E+05,8060
2000388,22,0.014749263,1328108,"7645, 7980"
2039354,22,0.014652015,313881,8060
1922758,22,0.014450867,3.00E+06,"1997, 7261"
1922642,22,0.014409222,3.00E+06,"1997, 7261"
1928820,22,0.014285714,233212,7261
2054920,22,0.013888889,NA,NA
1806664,22,0.013793103,433997,"1997, 7261"
1829075,22,0.013736264,2899112,"1997, 7261, 7699"
2039610,22,0.013605442,3.00E+05,8060
2022055,22,0.013513514,2999859,"054Y, 1997"
2021744,22,0.013513514,2999999,1997
2043104,22,0.01344086,1324935,1668
2125644,22,0.01344086,3.00E+06,1997
1807056,22,0.013157895,498950,"1997, 7261"
2105661,22,0.012779553,420299,1997
1903152,22,0.012658228,36907,7261
2114680,22,0.012618297,298214,8060
2105251,22,0.012307692,5.00E+05,1997
1806874,22,0.012269939,490804,"1997, 7261"
1922694,22,0.012254902,2998456,"1997, 7261"
1931800,22,0.012244898,499595,8060
2105254,22,0.012232416,NA,NA
1943041,22,0.012195122,290745,7980
2022023,22,0.012019231,2999986,1997
2023234,22,0.011904762,349552,162Y
2100355,22,0.01183432,487909,7980
2022190,22,0.011820331,3.00E+06,"104Y, 1997"
1807086,22,0.011730205,124413,1997
2100134,22,0.011695906,399826,1668
1922697,22,0.011560694,3115884,"1997, 7261"
1934285,22,0.011538462,498907,8060
1920529,22,0.011494253,673249,7980
1844136,22,0.011494253,250685,8060
1951688,22,0.011363636,533658,8060
2105718,22,0.011299435,442383,1997
2048018,22,0.011235955,245220,7980
2125858,22,0.011019284,2415108,1997
2021540,22,0.010989011,3.00E+06,1997
2121898,22,0.010909091,227519,162Y
2115008,22,0.010869565,297575,8060
2043324,22,0.010752688,1917081,1668
2113981,22,0.010714286,399974,1668
1760894,22,0.010638298,2474180,7980
1821766,22,0.010416667,294280,8060
1922687,22,0.010362694,2998770,"1997, 7261"
2015554,22,0.010135135,399999,8060
2125748,22,0.010075567,2984140,1997
2125677,22,0.010050251,3.00E+06,1997
2138250,22,0.009836066,99879,1997
2022036,22,0.009756098,2998915,1997
1956193,22,0.009708738,NA,NA
2025257,22,0.009677419,228379,162Y
1828993,22,0.009677419,3.00E+06,"1997, 7261"
2025162,22,0.009646302,348866,162Y
1821794,22,0.009569378,299998,8060
2039616,22,0.009463722,335982,8060
2105635,22,0.009433962,499997,1997
2125940,22,0.009259259,335948,162Y
1821775,22,0.00921659,299977,8060
1941415,22,0.009202454,1658202,1668
2039583,22,0.009063444,3.00E+05,8060
1820640,22,0.008928571,497000,1668
1919004,22,0.008928571,541524,8060
2125295,22,0.00887574,2999513,1997
1854494,22,0.008583691,32940,8060
1828910,22,0.008522727,3057335,"1997, 7261"
2021900,22,0.008498584,2994994,1997
2041960,22,0.008498584,316000,8060
2125906,22,0.008426966,2995850,1997
1828942,22,0.008356546,2907236,"1997, 7261"
1806698,22,0.008219178,497820,"1997, 7261, 9150"
1946626,22,0.007936508,922706,1668
1926789,22,0.007905138,999834,"7980, 8624"
1821780,22,0.0078125,308000,"1668, 8060"
1855925,22,0.007326007,499174,"1997, 7261"
1922591,22,0.007263923,1560000,1997
2112689,22,0.006968641,48765,7980
1921576,22,0.006644518,2732877,1668
2039605,22,0.00660066,299566,8060
2113839,22,0.006535948,215000,8060
2039612,22,0.006410256,299923,8060
2024020,22,0.006389776,313087,162Y
2114808,22,0.006024096,299987,8060
1922551,22,0.005813953,2998051,"1997, 7261"
1922004,22,0.005249344,3.00E+06,"1997, 7261"
1828288,22,0.005154639,2995676,"1997, 9150"
2105721,22,0.005012531,499749,1997
2043106,23,0.526610644,1383804,
1946553,23,0.512367491,1756591,1668
2042416,23,0.495327103,1396284,1668
1946442,23,0.484375,1617544,1668
2043324,23,0.47311828,1917081,1668
1946619,23,0.472,1290495,1668
1946650,23,0.468468468,976616,1668
1946537,23,0.461111111,1457244,1668
2043302,23,0.457680251,907904,1668
1946599,23,0.457680251,1650474,1668
2042996,23,0.453531599,954746,1668
1941415,23,0.450920245,1658202,1668
1946557,23,0.449315068,1062699,1668
1820686,23,0.447488584,498425,1668
1754054,23,0.443037975,2502208,1668
2042882,23,0.440443213,1348615,1668
1754085,23,0.435087719,2209592,1668
1753900,23,0.428104575,4164665,1668
1922270,23,0.424050633,849138,1668
1946493,23,0.415873016,837422,1668
1946626,23,0.408730159,922706,1668
2043095,23,0.404129794,1352250,1668
1946607,23,0.403225806,1634366,1668
1753681,23,0.397476341,3003088,1668
1921840,23,0.396825397,2527837,1668
2043250,23,0.393442623,1540696,1668
1750038,23,0.391304348,2170960,1668
1922398,23,0.385321101,2574805,1668
1754092,23,0.381481481,4099434,1668
2043104,23,0.376344086,1324935,1668
1754014,23,0.372881356,3133673,1668
1921726,23,0.366883117,4191301,1668
2043022,23,0.366153846,957943,
1914771,23,0.360995851,1683319,1668
2043084,23,0.351851852,1518705,1668
2042700,23,0.332278481,2200200,1668
1921813,23,0.327731092,2383240,1668
2043237,23,0.321100917,1422198,1668
1922169,23,0.30418251,2391193,1668
1922180,23,0.299295775,2764115,1668
1921485,23,0.280254777,2445818,1668
1842287,23,0.279569892,568831,"1536, 1668, 7412"
1922072,23,0.260700389,2574236,1668
1842096,23,0.25,7564135,"1536, 1668, 7412"
1822567,23,0.245535714,420377,1668
1753983,23,0.239819005,3080555,1668
1922291,23,0.220149254,2026410,1668
1921576,23,0.215946844,2732877,1668
1842074,23,0.213235294,NA,NA
1922202,23,0.199152542,2324333,"1668, 8060"
1723734,23,0.146666667,499287,1668
1914613,23,0.123376623,497356,"7412, 8060"
2123024,23,0.122641509,59286,1668
2038483,23,0.117088608,297719,8060
1821822,23,0.105263158,363999,8060
1820573,23,0.105072464,499853,1668
2032292,23,0.078488372,4.00E+05,
1947295,23,0.073248408,444665,8060
1903423,23,0.06870229,499164,8060
1820685,23,0.06741573,499964,1668
1934782,23,0.066666667,316000,1668
1824258,23,0.066666667,299947,8060
1842678,23,0.059322034,20000,1668
2015554,23,0.057432432,399999,8060
1927550,23,0.056451613,481761,8060
2011117,23,0.055776892,415999,8060
1954923,23,0.055393586,5.00E+05,1997
1821766,23,0.052083333,294280,8060
2022190,23,0.047281324,3.00E+06,"104Y, 1997"
2114824,23,0.046875,312568,"054y, 8060"
2028426,23,0.046296296,399203,"055Y, 1998, 8060"
1821744,23,0.045685279,3.00E+05,8060
2025686,23,0.045454545,NA,NA
2041856,23,0.045454545,554762110,7172
2122416,23,0.045283019,499971,8060
2104532,23,0.04467354,399986,8060
2037658,23,0.043137255,4.00E+05,8060
2117073,23,0.043046358,492892,8060
1912753,23,0.042654028,481360,8060
1931724,23,0.042016807,532000,8060
1821753,23,0.040723982,299935,8060
2022040,23,0.03988604,2999525,1997
1922649,23,0.039577836,2999967,"1997, 7261"
1954978,23,0.038709677,5.00E+05,1997
2112689,23,0.038327526,48765,7980
1806698,23,0.035616438,497820,"1997, 7261, 9150"
1828466,23,0.034920635,2998314,"1997, 7261"
1922642,23,0.034582133,3.00E+06,"1997, 7261"
1844136,23,0.034482759,250685,8060
2114952,23,0.033639144,3.00E+05,8060
1821775,23,0.032258065,299977,8060
1821788,23,0.032085561,315984,8060
1954946,23,0.032051282,499978,1997
1821666,23,0.031496063,3.00E+05,8060
2125764,23,0.030959752,3.00E+06,"107Y, 1997"
2017950,23,0.030701754,200562,7980
1807056,23,0.029605263,498950,"1997, 7261"
2115025,23,0.029032258,299941,8060
1828993,23,0.029032258,3.00E+06,"1997, 7261"
1821794,23,0.028708134,299998,8060
2113981,23,0.028571429,399974,1668
1954259,23,0.028571429,499145,8060
2032122,23,0.028481013,145000,7980
1828910,23,0.028409091,3057335,"1997, 7261"
2048018,23,0.028089888,245220,7980
2039606,23,0.027607362,308000,8060
2125858,23,0.027548209,2415108,1997
2100343,23,0.027210884,655321,7980
1901733,23,0.027210884,43831,8060
2039583,23,0.027190332,3.00E+05,8060
1949922,23,0.027027027,318639,7980
2039408,23,0.026923077,299810,8060
2023234,23,0.026785714,349552,162Y
1854494,23,0.025751073,32940,8060
2039612,23,0.025641026,299923,8060
2039354,23,0.025641026,313881,8060
1922658,23,0.025477707,3.00E+06,1997
2114660,23,0.025236593,304761,162Y
1956114,23,0.025210084,828194,7980
2021540,23,0.024725275,3.00E+06,1997
1943041,23,0.024390244,290745,7980
1920560,23,0.024271845,1489273,7980
1922598,23,0.024213075,2999928,"1997, 7261"
2030148,23,0.023489933,200466,1997
1922697,23,0.023121387,3115884,"1997, 7261"
1922579,23,0.02295082,2822789,"1997, 7261"
2113955,23,0.022900763,299999,8060
1951688,23,0.022727273,533658,8060
2105718,23,0.02259887,442383,1997
1937490,23,0.022556391,1425654,7980
1806908,23,0.022364217,490101,"1997, 7261"
2054968,23,0.022364217,113025,8060
1820640,23,0.022321429,497000,1668
1937714,23,0.021818182,349667,7980
1912474,23,0.02173913,1367185,7980
2022138,23,0.021604938,3.00E+06,1997
1928820,23,0.021428571,233212,7261
2041970,23,0.021201413,299945,8060
1820609,23,0.021186441,499594,1668
1955049,23,0.021148036,499449,1997
1856189,23,0.021148036,499797,"1997, 7261"
2126059,23,0.021126761,325009,162Y
1761008,23,0.020761246,2534716,7980
1907537,23,0.020491803,320446,8060
1760831,23,0.020356234,733392,7980
2025046,23,0.020304569,277359,162Y
2114974,23,0.02027027,299934,8060
2140003,23,0.02,NA,NA
1922512,23,0.019886364,2999661,"1997, 7261"
1819521,23,0.019685039,NA,NA
2138250,23,0.019672131,99879,1997
2125684,23,0.01965602,1999736,1997
2105801,23,0.019607843,391012,8060
2120888,23,0.019553073,459224,162Y
1829004,23,0.019553073,3069765,"1997, 7261"
1828820,23,0.019444444,2997865,"1997, 7261"
2115028,23,0.019305019,297712,8060
2105661,23,0.019169329,420299,1997
1920529,23,0.019157088,673249,7980
2105635,23,0.018867925,499997,1997
2021871,23,0.018421053,2999289,1997
2125733,23,0.018292683,3.00E+06,1997
1828010,23,0.018276762,2999997,"062Y, 1997, 7259, 7261"
2021791,23,0.018237082,2999999,"1997, 7275"
1828902,23,0.017804154,2994781,"1997, 7261"
1855841,23,0.017667845,331009,"1997, 7261"
2114892,23,0.017241379,299993,8060
1820666,23,0.016877637,882952,1668
2125868,23,0.016786571,2999658,"104Y, 1997"
2125872,23,0.016746411,3.00E+06,"1997, 9150"
1806593,23,0.016548463,478443,"1997, 7261"
2039288,23,0.016393443,299990,8060
2113839,23,0.016339869,215000,8060
2021628,23,0.016216216,3.00E+06,1997
2025257,23,0.016129032,228379,162Y
2114789,23,0.015923567,3.00E+05,8060
1954836,23,0.015873016,497799,1997
1806889,23,0.01572327,NA,NA
1848789,23,0.015673981,30258,1997
1806815,23,0.015625,499908,"1997, 7261"
1828288,23,0.015463918,2995676,"1997, 9150"
2000483,23,0.01529052,939673,7980
1937251,23,0.015151515,1195630,"162Y, 7980"
1821829,23,0.015075377,299998,8060
2105721,23,0.015037594,499749,1997
1855886,23,0.01497006,499649,"1997, 7261"
2030313,23,0.014888337,163033,1997
2041788,23,0.014814815,299777,8060
2125295,23,0.014792899,2999513,1997
2105723,23,0.014760148,5.00E+05,1997
1922694,23,0.014705882,2998456,"1997, 7261"
1956193,23,0.014563107,NA,NA
2121898,23,0.014545455,227519,162Y
1922591,23,0.014527845,1560000,1997
1828869,23,0.014492754,2997405,"1997, 7261"
1954967,23,0.014409222,495993,1997
2029632,23,0.014367816,4.00E+05,8060
1821560,23,0.014354067,299999,8060
2031066,23,0.014336918,263216,7980
2125758,23,0.014251781,2999701,1997
2114200,23,0.014234875,399674,8060
2021900,23,0.014164306,2994994,1997
2125510,23,0.014044944,1999902,1997
2054920,23,0.013888889,NA,NA
1841792,23,0.013793103,246863,7980
1828149,23,0.013774105,2999967,"1997, 7261"
1760993,23,0.01369863,1465787,7980
2021874,23,0.013667426,2999878,1997
1900210,23,0.013636364,3.00E+05,8060
2039610,23,0.013605442,3.00E+05,8060
2022055,23,0.013513514,2999859,"054Y, 1997"
1828974,23,0.013404826,3020324,"1997, 7261"
1919004,23,0.013392857,541524,8060
2139901,23,0.013333333,NA,NA
2039605,23,0.01320132,299566,8060
1829071,23,0.013114754,3.00E+06,"1997, 7261"
1822030,23,0.013114754,37167,"1997, 7980"
2025162,23,0.012861736,348866,162Y
1903152,23,0.012658228,36907,7261
2114680,23,0.012618297,298214,8060
2021585,23,0.012618297,2400000,1997
2125748,23,0.012594458,2984140,1997
2113803,23,0.012269939,299995,8060
1806874,23,0.012269939,490804,"1997, 7261"
1931800,23,0.012244898,499595,8060
1856384,23,0.012232416,499898,"1997, 7261"
2105726,23,0.012232416,458240,1997
1829008,23,0.012121212,2993421,"1997, 7261"
2114808,23,0.012048193,299987,8060
1940221,23,0.012048193,83755,7980
1828571,23,0.012012012,2998366,"1997, 7261"
1820531,23,0.012,5.00E+05,1668
2038029,23,0.011940299,3.00E+05,8060
2039634,23,0.011869436,3.00E+05,8060
1937778,23,0.01179941,385300,"162Y, 7980"
1821780,23,0.01171875,308000,"1668, 8060"
1922551,23,0.011627907,2998051,"1997, 7261"
2125528,23,0.011428571,2999967,1997
2000847,23,0.011396011,690027,7980
2041960,23,0.011331445,316000,8060
1761251,23,0.011235955,169057,7980
2125906,23,0.011235955,2995850,1997
2022168,23,0.011204482,3.00E+06,1997
1855925,23,0.010989011,499174,"1997, 7261"
2115008,23,0.010869565,297575,8060
2055062,23,0.010830325,1109100,7980
1919326,23,0.010810811,694964,7980
1922639,23,0.010781671,2999967,"1997, 7261"
2105555,23,0.010752688,332184,1997
1806705,23,0.010600707,580188,1997
2021693,23,0.010582011,2748866,1997
1806904,23,0.01056338,440743,"1997, 7261"
1806607,23,0.010416667,598989,"1997, 7261"
1856302,23,0.010416667,499835,"1997, 7261"
1806664,23,0.010344828,433997,"1997, 7261"
1856346,23,0.010273973,959082,"1997, 7261"
1821841,23,0.01025641,279448,8060
2100139,23,0.010238908,1334745,"125Y, 7980"
2125924,23,0.010067114,3.00E+06,"1253, 1997"
1855978,23,0.009876543,389708,"1997, 7261"
2022036,23,0.009756098,2998915,1997
2114936,23,0.009584665,NA,NA
2039616,23,0.009463722,335982,8060
1828822,23,0.009404389,3018896,"1997, 7261"
2100155,23,0.009345794,764191,7980
2125727,23,0.009230769,2998922,1997
1955109,23,0.009146341,5.00E+05,1997
1856394,23,0.009146341,499957,"1997, 7261"
2021744,23,0.009009009,2999999,1997
2125921,23,0.008982036,1969598,"1997, 7959"
1922560,23,0.008928571,2999379,"1997, 7261"
2125483,23,0.008888889,349948,162Y
2100355,23,0.00887574,487909,7980
2000388,23,0.008849558,1328108,"7645, 7980"
1807086,23,0.008797654,124413,1997
2100134,23,0.00877193,399826,1668
2125703,23,0.008379888,925924,1997
1835309,23,0.008379888,999375,"7980, 8624"
2125606,23,0.008379888,2.00E+06,1997
1828942,23,0.008356546,2907236,"1997, 7261"
1922666,23,0.008310249,2980383,"1997, 7261"
1761158,23,0.008298755,477224,7980
1953525,23,0.008264463,1376908,"1997, 7980"
1937612,23,0.008241758,998257,7980
1829075,23,0.008241758,2899112,"1997, 7261, 7699"
1915780,23,0.008196721,522175,8060
2125798,23,0.008174387,3.00E+06,1997
2037360,23,0.008130081,236486,"162y, 7980"
2126023,23,0.008097166,349948,162Y
1922761,23,0.008086253,2999998,"1997, 7261"
1760894,23,0.007978723,2474180,7980
1926789,23,0.007905138,999834,"7980, 8624"
1922004,23,0.007874016,3.00E+06,"1997, 7261"
2105489,23,0.007751938,499870,1997
1934285,23,0.007692308,498907,8060
2125677,23,0.007537688,3.00E+06,1997
2028397,23,0.007462687,397826,8060
1954776,23,0.007220217,512063,1997
2000865,23,0.007117438,496963,7980
2039445,23,0.006920415,3.00E+05,8060
1920550,23,0.006872852,1421955,7980
2114981,23,0.006825939,299481,8060
2024584,23,0.006802721,193853,162Y
2114911,23,0.006779661,299557,8060
1937738,23,0.006734007,342101,7980
2025349,23,0.006688963,232866,162Y
2126031,23,0.006622517,293442,162Y
1760884,23,0.006578947,499996,7980
2024020,23,0.006389776,313087,162Y
2100234,23,0.006389776,882756,7980
2125940,23,0.00617284,335948,162Y
2039637,23,0.006153846,299987,8060
2105251,23,0.006153846,5.00E+05,1997
1761249,23,0.006134969,492531,7980
2105254,23,0.006116208,NA,NA
2000599,23,0.006079027,831276,7980
2125913,23,0.006060606,3.00E+06,1997
1806323,23,0.006006006,499997,"1997, 7261"
1955062,23,0.005988024,389619,1997
1926736,23,0.005970149,393394,"7980, 8624"
2021713,23,0.005865103,2998114,"054Y, 104Y, 1997"
2000750,23,0.005780347,512509,7980
1922758,23,0.005780347,3.00E+06,"1997, 7261"
1846321,23,0.005747126,379809,7980
2125865,23,0.005479452,2999920,1997
2125644,23,0.005376344,3.00E+06,1997
1922687,23,0.005181347,2998770,"1997, 7261"
2125362,23,0.005025126,1994676,1997
2022023,23,0.004807692,2999986,1997
1934285,24,0.573076923,498907,8060
1821666,24,0.318897638,3.00E+05,8060
2000599,24,0.255319149,831276,7980
2100355,24,0.192307692,487909,7980
1820609,24,0.186440678,499594,1668
2039612,24,0.182692308,299923,8060
1912474,24,0.144021739,1367185,7980
1954967,24,0.129682997,495993,1997
1821794,24,0.129186603,299998,8060
2100134,24,0.128654971,399826,1668
2011117,24,0.123505976,415999,8060
2032122,24,0.117088608,145000,7980
1907537,24,0.106557377,320446,8060
2024584,24,0.105442177,193853,162Y
2114789,24,0.089171975,3.00E+05,8060
1760831,24,0.089058524,733392,7980
1821822,24,0.084210526,363999,8060
1806874,24,0.082822086,490804,"1997, 7261"
2039605,24,0.082508251,299566,8060
1954946,24,0.080128205,499978,1997
1903423,24,0.076335878,499164,8060
2105801,24,0.075163399,391012,8060
1901733,24,0.074829932,43831,8060
2041970,24,0.070671378,299945,8060
2038483,24,0.069620253,297719,8060
1821841,24,0.066666667,279448,8060
2125921,24,0.065868263,1969598,"1997, 7959"
1806698,24,0.065753425,497820,"1997, 7261, 9150"
2113803,24,0.064417178,299995,8060
1821788,24,0.064171123,315984,8060
2114892,24,0.062068966,299993,8060
1820573,24,0.061594203,499853,1668
2015554,24,0.060810811,399999,8060
1821766,24,0.057291667,294280,8060
2032292,24,0.055232558,4.00E+05,
1955062,24,0.053892216,389619,1997
1821560,24,0.052631579,299999,8060
2125940,24,0.052469136,335948,162Y
1920550,24,0.051546392,1421955,7980
1926789,24,0.051383399,999834,"7980, 8624"
1821780,24,0.05078125,308000,"1668, 8060"
1821744,24,0.050761421,3.00E+05,8060
2042700,24,0.050632911,2200200,1668
1821829,24,0.050251256,299998,8060
1821753,24,0.049773756,299935,8060
2114952,24,0.048929664,3.00E+05,8060
2025686,24,0.048295455,NA,NA
2021900,24,0.04815864,2994994,1997
2114981,24,0.04778157,299481,8060
2125677,24,0.047738693,3.00E+06,1997
2039610,24,0.047619048,3.00E+05,8060
1806664,24,0.044827586,433997,"1997, 7261"
2114911,24,0.044067797,299557,8060
2125924,24,0.043624161,3.00E+06,"1253, 1997"
2021628,24,0.043243243,3.00E+06,1997
2000865,24,0.042704626,496963,7980
1937251,24,0.042424242,1195630,"162Y, 7980"
2105718,24,0.042372881,442383,1997
1940221,24,0.042168675,83755,7980
1956114,24,0.042016807,828194,7980
