document,topic,gamma
1912474,13,0.019021739
1821560,13,0.019138756
2125858,13,0.019283747
2042882,13,0.019390582
1946537,13,0.019444444
1824258,13,0.019607843
2125684,13,0.01965602
1829071,13,0.019672131
1821666,13,0.019685039
2117073,13,0.01986755
2139901,13,0.02
2125362,13,0.020100503
1821841,13,0.020512821
1955062,13,0.020958084
1921813,13,0.021008403
1922180,13,0.021126761
2125913,13,0.021212121
2105254,13,0.021406728
2042416,13,0.021806854
1946442,13,0.021875
2125865,13,0.021917808
1922270,13,0.022151899
1954259,13,0.022222222
2041788,13,0.022222222
1754092,13,0.022222222
1822567,13,0.022321429
1937490,13,0.022556391
2041960,13,0.02266289
1900210,13,0.022727273
2041856,13,0.022727273
2113955,13,0.022900763
1903423,13,0.022900763
2138250,13,0.02295082
2039605,13,0.02310231
1922551,13,0.023255814
2123024,13,0.023584906
1922649,13,0.023746702
2039610,13,0.023809524
1955049,13,0.024169184
1856189,13,0.024169184
2125798,13,0.024523161
2105251,13,0.024615385
1806904,13,0.024647887
1829075,13,0.024725275
1828822,13,0.02507837
1835309,13,0.025139665
2022168,13,0.025210084
1760831,13,0.025445293
2100134,13,0.026315789
2021871,13,0.026315789
1922169,13,0.02661597
2140003,13,0.026666667
2125644,13,0.02688172
2039408,13,0.026923077
2021628,13,0.027027027
2112689,13,0.027874564
1820531,13,0.028
1848789,13,0.028213166
1855841,13,0.028268551
2125528,13,0.028571429
1844136,13,0.028735632
1922758,13,0.028901734
2022036,13,0.029268293
2105801,13,0.029411765
2043084,13,0.02962963
1922202,13,0.029661017
1754014,13,0.029661017
1937612,13,0.03021978
1829004,13,0.030726257
1806664,13,0.031034483
2105718,13,0.031073446
2125868,13,0.03117506
1821766,13,0.03125
1753983,13,0.031674208
2021693,13,0.031746032
1922697,13,0.031791908
1946553,13,0.03180212
2114789,13,0.031847134
1922658,13,0.031847134
1937778,13,0.032448378
1954776,13,0.032490975
1828149,13,0.033057851
1828820,13,0.033333333
1821794,13,0.033492823
1856394,13,0.033536585
1922687,13,0.033678756
2125940,13,0.033950617
1901733,13,0.034013605
1922512,13,0.034090909
2032292,13,0.034883721
2105661,13,0.03514377
1807086,13,0.035190616
2039612,13,0.03525641
2041970,13,0.035335689
1750038,13,0.035573123
1821753,13,0.036199095
1828942,13,0.036211699
1922004,13,0.036745407
2028426,13,0.037037037
2125764,13,0.037151703
2114974,13,0.037162162
1821788,13,0.037433155
1828869,13,0.037681159
2125748,13,0.037783375
1806908,13,0.038338658
1855978,13,0.039506173
2021791,13,0.039513678
1946626,13,0.03968254
2011117,13,0.039840637
2100155,13,0.040498442
1954836,13,0.041269841
2000388,13,0.041297935
2025162,13,0.041800643
2048018,13,0.042134831
1921726,13,0.042207792
2114824,13,0.04296875
1846321,13,0.043103448
2025046,13,0.043147208
2121898,13,0.043636364
1806698,13,0.043835616
2021744,13,0.045045045
1821744,13,0.045685279
1819521,13,0.047244094
1806593,13,0.047281324
1926736,13,0.047761194
1940221,13,0.048192771
1922639,13,0.04851752
2114660,13,0.050473186
2017950,13,0.052631579
1806705,13,0.056537102
2000847,13,0.056980057
1954967,13,0.060518732
1937251,13,0.060606061
1953525,13,0.061983471
2030313,13,0.062034739
1920560,13,0.063106796
1821822,13,0.063157895
1928820,13,0.064285714
2100139,13,0.064846416
1937714,13,0.065454545
2105489,13,0.067183463
1761249,13,0.067484663
1954978,13,0.067741935
1807056,13,0.069078947
2114981,13,0.075085324
1761251,13,0.08988764
1806607,13,0.09375
2055062,13,0.093862816
2032122,13,0.098101266
1760993,13,0.099315068
1920529,13,0.103448276
2024584,13,0.108843537
1943041,13,0.117886179
2031066,13,0.11827957
2100355,13,0.118343195
1822030,13,0.121311475
2054920,13,0.135416667
1841792,13,0.14137931
2023234,13,0.178571429
2100343,13,0.180272109
1954923,13,0.180758017
1934782,13,0.191666667
2000750,13,0.23699422
2000865,13,0.238434164
1761008,13,0.24567474
1920550,13,0.285223368
1956114,13,0.306722689
1761158,13,0.336099585
2100234,13,0.338658147
1760894,13,0.39893617
2125868,14,0.004796163
2125684,14,0.004914005
2025046,14,0.005076142
2021628,14,0.005405405
1806698,14,0.005479452
1954923,14,0.005830904
2125295,14,0.00591716
2039583,14,0.006042296
1955049,14,0.006042296
2000599,14,0.006079027
1955109,14,0.006097561
2043302,14,0.006269592
2032122,14,0.006329114
1946493,14,0.006349206
1828466,14,0.006349206
1946607,14,0.006451613
1914613,14,0.006493506
1753900,14,0.006535948
2024584,14,0.006802721
1920550,14,0.006872852
2031066,14,0.007168459
1920560,14,0.007281553
1820685,14,0.007490637
1922169,14,0.007604563
1903423,14,0.007633588
1920529,14,0.007662835
1922687,14,0.007772021
1824258,14,0.007843137
1820531,14,0.008
1919326,14,0.008108108
1907537,14,0.008196721
1937612,14,0.008241758
2120888,14,0.008379888
1956114,14,0.008403361
2025686,14,0.008522727
2000750,14,0.00867052
2017950,14,0.00877193
2100134,14,0.00877193
1822567,14,0.008928571
1806323,14,0.009009009
1820686,14,0.00913242
1806874,14,0.009202454
1941415,14,0.009202454
1821775,14,0.00921659
2125940,14,0.009259259
2028426,14,0.009259259
2042416,14,0.009345794
2114680,14,0.009463722
1922270,14,0.009493671
1954836,14,0.00952381
1947295,14,0.00955414
2105661,14,0.009584665
1954946,14,0.009615385
1922598,14,0.00968523
2105801,14,0.009803922
1829071,14,0.009836066
2126031,14,0.009933775
1821829,14,0.010050251
1821744,14,0.010152284
1760993,14,0.010273973
1821766,14,0.010416667
1856302,14,0.010416667
1821822,14,0.010526316
1760894,14,0.010638298
2114200,14,0.010676157
1820573,14,0.010869565
2115008,14,0.010869565
1937714,14,0.010909091
2028397,14,0.01119403
2043106,14,0.011204482
1934285,14,0.011538462
2032292,14,0.011627907
1821780,14,0.01171875
2037658,14,0.011764706
1937778,14,0.01179941
1821666,14,0.011811024
1955062,14,0.011976048
2022036,14,0.012195122
1856394,14,0.012195122
2105726,14,0.012232416
2100155,14,0.012461059
1934782,14,0.0125
1946599,14,0.012539185
1828822,14,0.012539185
2042700,14,0.012658228
1754054,14,0.012658228
1820666,14,0.012658228
1922202,14,0.012711864
1754014,14,0.012711864
1806908,14,0.012779553
2054968,14,0.012779553
2025162,14,0.012861736
1854494,14,0.012875536
2039288,14,0.013114754
1922004,14,0.01312336
1723734,14,0.013333333
2140003,14,0.013333333
1919004,14,0.013392857
1841792,14,0.013793103
2039445,14,0.01384083
2125606,14,0.01396648
2126059,14,0.014084507
1806904,14,0.014084507
2113981,14,0.014285714
2043324,14,0.014336918
1821560,14,0.014354067
1956193,14,0.014563107
1842074,14,0.014705882
2042996,14,0.014869888
2125921,14,0.01497006
2105721,14,0.015037594
2113803,14,0.015337423
2114824,14,0.015625
1848789,14,0.015673981
1819521,14,0.015748031
1926789,14,0.015810277
1915780,14,0.016393443
1822030,14,0.016393443
1946537,14,0.016666667
1828942,14,0.016713092
2125703,14,0.016759777
1922591,14,0.016949153
2100343,14,0.017006803
2114981,14,0.017064846
1922694,14,0.017156863
1806664,14,0.017241379
2029632,14,0.017241379
1844136,14,0.017241379
1754085,14,0.01754386
2125677,14,0.01758794
2021713,14,0.017595308
1855841,14,0.017667845
2000388,14,0.017699115
2039634,14,0.017804154
2021874,14,0.018223235
1806607,14,0.018229167
2105723,14,0.018450185
2043022,14,0.018461538
2043084,14,0.018518519
2105635,14,0.018867925
1912753,14,0.018957346
2114789,14,0.01910828
1921485,14,0.01910828
2114936,14,0.019169329
2039612,14,0.019230769
2125858,14,0.019283747
1922072,14,0.019455253
2022168,14,0.019607843
1855978,14,0.019753086
1946626,14,0.01984127
2030313,14,0.019851117
1846321,14,0.020114943
1922697,14,0.020231214
2015554,14,0.02027027
2037360,14,0.020325203
1821841,14,0.020512821
1856346,14,0.020547945
1828288,14,0.020618557
2114892,14,0.020689655
2112689,14,0.020905923
1828571,14,0.021021021
1856189,14,0.021148036
1820609,14,0.021186441
1806593,14,0.021276596
2000865,14,0.021352313
1821788,14,0.021390374
1922398,14,0.021406728
2043237,14,0.021406728
1806889,14,0.022012579
2114660,14,0.022082019
2021585,14,0.022082019
1754092,14,0.022222222
2048018,14,0.02247191
2025257,14,0.022580645
2115025,14,0.022580645
1828910,14,0.022727273
2000847,14,0.022792023
2022040,14,0.022792023
2039605,14,0.02310231
2117073,14,0.023178808
2030148,14,0.023489933
2043095,14,0.02359882
2039610,14,0.023809524
2023234,14,0.023809524
2038029,14,0.023880597
1761008,14,0.024221453
1829008,14,0.024242424
2125913,14,0.024242424
2054920,14,0.024305556
1943041,14,0.024390244
1931800,14,0.024489796
1922180,14,0.024647887
1946557,14,0.024657534
2041970,14,0.024734982
1946553,14,0.024734982
2021744,14,0.024774775
1828149,14,0.024793388
1829004,14,0.025139665
1835309,14,0.025139665
1753681,14,0.025236593
2055062,14,0.025270758
1903152,14,0.025316456
2121898,14,0.025454545
1855925,14,0.025641026
2043250,14,0.026229508
1842096,14,0.026315789
2125483,14,0.026666667
2043104,14,0.02688172
1937738,14,0.026936027
2105254,14,0.027522936
2039606,14,0.027607362
1806705,14,0.028268551
2022190,14,0.028368794
1954967,14,0.028818444
1953525,14,0.02892562
1922649,14,0.029023747
1921840,14,0.029100529
2114808,14,0.030120482
2113955,14,0.030534351
1949922,14,0.030888031
2041960,14,0.031161473
1946442,14,0.03125
2011117,14,0.03187251
1828974,14,0.032171582
1842287,14,0.032258065
1912474,14,0.032608696
1828902,14,0.03264095
1922560,14,0.032738095
1922579,14,0.032786885
1760884,14,0.032894737
2123024,14,0.033018868
1946650,14,0.033033033
1914771,14,0.033195021
2125758,14,0.033254157
2139901,14,0.033333333
1821794,14,0.033492823
2000483,14,0.033639144
1937490,14,0.033834586
2105251,14,0.033846154
2125727,14,0.033846154
1842678,14,0.033898305
2122416,14,0.033962264
1951688,14,0.034090909
2021871,14,0.034210526
2125528,14,0.034285714
2039616,14,0.034700315
1940221,14,0.036144578
1753983,14,0.036199095
1900210,14,0.036363636
2126023,14,0.036437247
2021791,14,0.036474164
1828010,14,0.036553525
2104532,14,0.037800687
1921813,14,0.037815126
2041856,14,0.037878788
2125798,14,0.038147139
2114952,14,0.039755352
1946619,14,0.04
2125764,14,0.040247678
1927550,14,0.040322581
1922642,14,0.040345821
1922551,14,0.040697674
2039408,14,0.042307692
2115028,14,0.042471042
2138250,14,0.042622951
2125748,14,0.042821159
1806815,14,0.04375
1829075,14,0.043956044
1828820,14,0.044444444
2024020,14,0.044728435
1922291,14,0.044776119
1926736,14,0.044776119
2125510,14,0.04494382
1921726,14,0.045454545
1922758,14,0.046242775
2105489,14,0.046511628
1807086,14,0.046920821
2042882,14,0.047091413
1922512,14,0.048295455
1922761,14,0.04851752
1761251,14,0.048689139
1820640,14,0.049107143
1821753,14,0.049773756
1922666,14,0.049861496
1954776,14,0.050541516
2114974,14,0.050675676
2100234,14,0.051118211
1750038,14,0.051383399
1954978,14,0.051612903
2039637,14,0.052307692
2038483,14,0.053797468
1922658,14,0.054140127
1901733,14,0.054421769
1937251,14,0.057575758
2114911,14,0.057627119
1761158,14,0.058091286
1856384,14,0.058103976
1921576,14,0.059800664
1954259,14,0.06031746
2105718,14,0.062146893
2022023,14,0.0625
1807056,14,0.0625
1922639,14,0.064690027
2021900,14,0.065155807
2021693,14,0.066137566
1855886,14,0.068862275
2022138,14,0.070987654
1760831,14,0.071246819
2039354,14,0.073260073
2022055,14,0.075675676
1828869,14,0.07826087
1931724,14,0.079831933
2041788,14,0.081481481
1928820,14,0.085714286
2025349,14,0.090301003
2125644,14,0.091397849
2125362,14,0.092964824
2125865,14,0.098630137
2100355,14,0.100591716
2125733,14,0.103658537
2105555,14,0.103942652
2125872,14,0.107655502
1828993,14,0.112903226
2125924,14,0.154362416
2113839,14,0.160130719
2021540,14,0.195054945
2100139,14,0.201365188
2125906,14,0.297752809
1761249,14,0.343558282
2125758,15,0.004750594
2021871,15,0.005263158
2021693,15,0.005291005
2125798,15,0.005449591
2000847,15,0.005698006
1922560,15,0.005952381
1828822,15,0.006269592
2021585,15,0.006309148
2032122,15,0.006329114
1946493,15,0.006349206
1954259,15,0.006349206
1921726,15,0.006493506
2113839,15,0.006535948
1822030,15,0.006557377
1921576,15,0.006644518
2114974,15,0.006756757
2100343,15,0.006802721
1922180,15,0.007042254
1806705,15,0.007067138
2125872,15,0.007177033
2115008,15,0.007246377
1922591,15,0.007263923
2043084,15,0.007407407
2030313,15,0.007444169
1761251,15,0.007490637
1828288,15,0.007731959
1828010,15,0.007832898
1921840,15,0.007936508
1943041,15,0.008130081
1953525,15,0.008264463
1828942,15,0.008356546
2125906,15,0.008426966
1842678,15,0.008474576
2000750,15,0.00867052
1760884,15,0.00877193
2043095,15,0.008849558
2023234,15,0.008928571
1828571,15,0.009009009
1820686,15,0.00913242
1856394,15,0.009146341
1856384,15,0.009174312
2105254,15,0.009174312
1941415,15,0.009202454
1954836,15,0.00952381
2125868,15,0.009592326
1956193,15,0.009708738
2125684,15,0.00982801
2138250,15,0.009836066
1937738,15,0.01010101
2104532,15,0.010309278
2105489,15,0.010335917
1806664,15,0.010344828
2054920,15,0.010416667
1754085,15,0.010526316
1946619,15,0.010666667
2031066,15,0.010752688
2125644,15,0.010752688
1922639,15,0.010781671
1912474,15,0.010869565
1937714,15,0.010909091
1946537,15,0.011111111
2043106,15,0.011204482
1820685,15,0.011235955
1951688,15,0.011363636
1920529,15,0.011494253
1821666,15,0.011811024
1750038,15,0.011857708
1828902,15,0.011869436
2039583,15,0.012084592
1920560,15,0.012135922
2021791,15,0.012158055
2105726,15,0.012232416
1761249,15,0.012269939
1946442,15,0.0125
2105721,15,0.012531328
1848789,15,0.012539185
2105635,15,0.012578616
1922658,15,0.012738854
1921485,15,0.012738854
2100234,15,0.012779553
1753900,15,0.013071895
1829071,15,0.013114754
2139901,15,0.013333333
2140003,15,0.013333333
2125924,15,0.013422819
2022055,15,0.013513514
2114911,15,0.013559322
2024584,15,0.013605442
1856346,15,0.01369863
1937612,15,0.013736264
1806904,15,0.014084507
2022040,15,0.014245014
2043324,15,0.014336918
1922758,15,0.014450867
1922697,15,0.014450867
1807086,15,0.014662757
2042996,15,0.014869888
1946650,15,0.015015015
2125362,15,0.015075377
2000599,15,0.015197568
1922169,15,0.015209125
1922398,15,0.01529052
2125940,15,0.015432099
1922687,15,0.015544041
2100155,15,0.015576324
1824258,15,0.015686275
2114660,15,0.015772871
1926789,15,0.015810277
1922270,15,0.015822785
2021874,15,0.01594533
1760894,15,0.015957447
2114936,15,0.015974441
2039612,15,0.016025641
2025162,15,0.01607717
1946607,15,0.016129032
1919326,15,0.016216216
2021628,15,0.016216216
1761158,15,0.01659751
2125703,15,0.016759777
1921813,15,0.016806723
2022168,15,0.016806723
2125510,15,0.016853933
1820666,15,0.016877637
1922512,15,0.017045455
1760993,15,0.017123288
1855978,15,0.017283951
1954967,15,0.017291066
1856302,15,0.017361111
2021713,15,0.017595308
2000388,15,0.017699115
2125295,15,0.017751479
1820640,15,0.017857143
2113981,15,0.017857143
2105555,15,0.017921147
2114808,15,0.018072289
2125733,15,0.018292683
2114952,15,0.018348624
1842074,15,0.018382353
1754092,15,0.018518519
2042416,15,0.018691589
1828974,15,0.018766756
1946599,15,0.018808777
2043104,15,0.018817204
2022190,15,0.01891253
2114680,15,0.018927445
2125865,15,0.019178082
1954946,15,0.019230769
2021540,15,0.019230769
1949922,15,0.019305019
2115025,15,0.019354839
1828993,15,0.019354839
1922598,15,0.01937046
2114824,15,0.01953125
1829004,15,0.019553073
2021900,15,0.019830028
2025686,15,0.019886364
1828910,15,0.019886364
2125748,15,0.020151134
2126023,15,0.020242915
2015554,15,0.02027027
1954923,15,0.020408163
2100134,15,0.020467836
2100139,15,0.020477816
1841792,15,0.020689655
1914771,15,0.020746888
1761008,15,0.020761246
1754014,15,0.021186441
1946553,15,0.021201413
1937251,15,0.021212121
2000483,15,0.021406728
1928820,15,0.021428571
2022138,15,0.021604938
2043302,15,0.021943574
1828820,15,0.022222222
1919004,15,0.022321429
1835309,15,0.022346369
2125606,15,0.022346369
2105661,15,0.022364217
1806908,15,0.022364217
2125677,15,0.022613065
2122416,15,0.022641509
2105801,15,0.022875817
2039288,15,0.02295082
1922642,15,0.023054755
2025349,15,0.023411371
1806593,15,0.023640662
1912753,15,0.023696682
2038029,15,0.023880597
2022023,15,0.024038462
1829008,15,0.024242424
2125913,15,0.024242424
2125727,15,0.024615385
2041970,15,0.024734982
1828149,15,0.024793388
1828466,15,0.025396825
2024020,15,0.025559105
2029632,15,0.025862069
1914613,15,0.025974026
1922291,15,0.026119403
2100355,15,0.026627219
2030148,15,0.026845638
1922761,15,0.026954178
2021744,15,0.027027027
1753983,15,0.027149321
2039610,15,0.027210884
1922072,15,0.027237354
1806698,15,0.02739726
2125858,15,0.027548209
1821775,15,0.02764977
2042882,15,0.027700831
2028426,15,0.027777778
2120888,15,0.027932961
1760831,15,0.027989822
2038483,15,0.028481013
1954776,15,0.028880866
1922649,15,0.029023747
1954978,15,0.029032258
2022036,15,0.029268293
2043250,15,0.029508197
2105723,15,0.029520295
2039605,15,0.02970297
1854494,15,0.030042918
1829075,15,0.03021978
2041856,15,0.03030303
1922666,15,0.030470914
2105251,15,0.030769231
1723734,15,0.031111111
1922004,15,0.031496063
2042700,15,0.03164557
2114200,15,0.03202847
2055062,15,0.032490975
2037360,15,0.032520325
1915780,15,0.032786885
1926736,15,0.032835821
1842096,15,0.032894737
1807056,15,0.032894737
2041788,15,0.033333333
1956114,15,0.033613445
1754054,15,0.033755274
2039637,15,0.033846154
2125764,15,0.034055728
2039616,15,0.034700315
2112689,15,0.034843206
1821744,15,0.035532995
1842287,15,0.035842294
2125921,15,0.035928144
1907537,15,0.036885246
2043022,15,0.036923077
2028397,15,0.037313433
1806815,15,0.0375
2114981,15,0.037542662
1937490,15,0.037593985
2032292,15,0.037790698
2054968,15,0.038338658
1946557,15,0.038356164
1855886,15,0.038922156
1955062,15,0.038922156
1955109,15,0.039634146
2125483,15,0.04
1822567,15,0.040178571
1846321,15,0.040229885
1922551,15,0.040697674
1931800,15,0.040816327
2039634,15,0.041543027
1940221,15,0.042168675
1828869,15,0.043478261
2043237,15,0.04587156
1844136,15,0.045977011
1821560,15,0.04784689
1955049,15,0.048338369
2000865,15,0.049822064
1937778,15,0.050147493
1903152,15,0.050632911
2125528,15,0.051428571
1922694,15,0.051470588
1821766,15,0.052083333
2017950,15,0.052631579
1821794,15,0.052631579
2048018,15,0.056179775
2123024,15,0.056603774
2039408,15,0.057692308
1820573,15,0.057971014
2039445,15,0.058823529
1900210,15,0.059090909
2113803,15,0.061349693
1806323,15,0.063063063
1946626,15,0.063492063
2025257,15,0.064516129
2121898,15,0.065454545
1856189,15,0.066465257
2039354,15,0.06959707
1920550,15,0.072164948
2113955,15,0.072519084
1934285,15,0.073076923
2105718,15,0.073446328
1821780,15,0.07421875
1821829,15,0.075376884
1922579,15,0.075409836
1931724,15,0.075630252
1806607,15,0.078125
2037658,15,0.078431373
1821841,15,0.082051282
2114892,15,0.082758621
2039606,15,0.085889571
2126031,15,0.086092715
1934782,15,0.0875
2126059,15,0.088028169
1806874,15,0.088957055
1855925,15,0.091575092
2114789,15,0.092356688
2025046,15,0.093908629
1821822,15,0.094736842
1821753,15,0.095022624
1806889,15,0.100628931
1947295,15,0.101910828
1820609,15,0.105932203
2115028,15,0.123552124
2041960,15,0.127478754
1753681,15,0.129337539
1922202,15,0.139830508
1901733,15,0.142857143
2011117,15,0.143426295
1903423,15,0.167938931
1821788,15,0.176470588
1855841,15,0.183745583
2117073,15,0.221854305
1927550,15,0.245967742
1819521,15,0.582677165
1820531,15,0.612
2125362,16,0.005025126
1806607,16,0.005208333
1921840,16,0.005291005
1946619,16,0.005333333
1828974,16,0.00536193
1922761,16,0.005390836
2125858,16,0.005509642
1946537,16,0.005555556
2043106,16,0.005602241
2125906,16,0.005617978
2021713,16,0.005865103
1937778,16,0.005899705
1946650,16,0.006006006
1856189,16,0.006042296
2105254,16,0.006116208
2105726,16,0.006116208
2042416,16,0.00623053
1946442,16,0.00625
1806815,16,0.00625
1946599,16,0.006269592
1848789,16,0.006269592
1922270,16,0.006329114
1954836,16,0.006349206
1946493,16,0.006349206
1947295,16,0.006369427
2043250,16,0.006557377
2138250,16,0.006557377
1922579,16,0.006557377
2126031,16,0.006622517
1937738,16,0.006734007
2015554,16,0.006756757
2104532,16,0.006872852
1806664,16,0.006896552
1754085,16,0.007017544
1806705,16,0.007067138
2114200,16,0.007117438
2125868,16,0.007194245
2115008,16,0.007246377
2042996,16,0.007434944
2115028,16,0.007722008
1819521,16,0.007874016
2021693,16,0.007936508
2011117,16,0.007968127
1820531,16,0.008
1907537,16,0.008196721
2021540,16,0.008241758
2042882,16,0.008310249
2048018,16,0.008426966
1922202,16,0.008474576
1807086,16,0.008797654
2038029,16,0.008955224
1828571,16,0.009009009
1941415,16,0.009202454
1821775,16,0.00921659
2043022,16,0.009230769
2105251,16,0.009230769
2125727,16,0.009230769
2100155,16,0.009345794
1828822,16,0.009404389
2105635,16,0.009433962
2022190,16,0.009456265
1753681,16,0.009463722
2039616,16,0.009463722
1821794,16,0.009569378
1821560,16,0.009569378
1806908,16,0.009584665
1922694,16,0.009803922
1842096,16,0.009868421
2117073,16,0.009933775
2125924,16,0.010067114
1760831,16,0.010178117
2114981,16,0.010238908
1856302,16,0.010416667
2112689,16,0.010452962
2126059,16,0.01056338
1946553,16,0.010600707
2043324,16,0.010752688
1842287,16,0.010752688
1855925,16,0.010989011
2125606,16,0.011173184
2125510,16,0.011235955
2021900,16,0.011331445
2125528,16,0.011428571
2113955,16,0.011450382
1954967,16,0.011527378
2032292,16,0.011627907
2037658,16,0.011764706
1750038,16,0.011857708
1926789,16,0.011857708
1946626,16,0.011904762
1922560,16,0.011904762
1940221,16,0.012048193
2039583,16,0.012084592
1922591,16,0.012106538
1915780,16,0.012295082
2028426,16,0.012345679
2125764,16,0.012383901
1953525,16,0.012396694
1806889,16,0.012578616
1921813,16,0.012605042
1954259,16,0.012698413
1828466,16,0.012698413
1921485,16,0.012738854
2114936,16,0.012779553
1854494,16,0.012875536
2025257,16,0.012903226
1828010,16,0.01305483
2105801,16,0.013071895
2039605,16,0.01320132
1921576,16,0.013289037
1723734,16,0.013333333
2139901,16,0.013333333
2140003,16,0.013333333
1806698,16,0.01369863
1856346,16,0.01369863
1946557,16,0.01369863
1820686,16,0.01369863
2125865,16,0.01369863
1922180,16,0.014084507
2123024,16,0.014150943
2125758,16,0.014251781
2031066,16,0.014336918
2022023,16,0.014423077
2022036,16,0.014634146
1842074,16,0.014705882
2043084,16,0.014814815
2030313,16,0.014888337
1922291,16,0.014925373
2114808,16,0.015060241
1922169,16,0.015209125
1920529,16,0.01532567
2039637,16,0.015384615
2105489,16,0.015503876
2114824,16,0.015625
1821766,16,0.015625
1824258,16,0.015686275
2042700,16,0.015822785
2114789,16,0.015923567
1954978,16,0.016129032
2022055,16,0.016216216
1914613,16,0.016233766
1943041,16,0.016260163
2030148,16,0.016778523
1754054,16,0.016877637
2105718,16,0.016949153
2114911,16,0.016949153
1754014,16,0.016949153
2041960,16,0.016997167
2039610,16,0.017006803
1855841,16,0.017667845
2043095,16,0.017699115
2000865,16,0.017793594
1821753,16,0.018099548
1955049,16,0.018126888
1922687,16,0.018134715
2121898,16,0.018181818
1922004,16,0.018372703
2105723,16,0.018450185
1760894,16,0.018617021
2043302,16,0.018808777
1919326,16,0.018918919
2114680,16,0.018927445
2032122,16,0.018987342
1903423,16,0.019083969
2024020,16,0.019169329
2105661,16,0.019169329
2054968,16,0.019169329
1946607,16,0.019354839
1828820,16,0.019444444
1921726,16,0.019480519
1829004,16,0.019553073
1753900,16,0.019607843
1760884,16,0.019736842
1828910,16,0.019886364
1821841,16,0.020512821
1920550,16,0.020618557
1828288,16,0.020618557
2039634,16,0.020771513
1828902,16,0.020771513
1931724,16,0.021008403
1821822,16,0.021052632
1806904,16,0.021126761
1820609,16,0.021186441
1842678,16,0.021186441
2021791,16,0.021276596
2113803,16,0.021472393
2039606,16,0.021472393
2017950,16,0.021929825
1822567,16,0.022321429
2120888,16,0.022346369
2105721,16,0.022556391
1934285,16,0.023076923
2039408,16,0.023076923
2000750,16,0.023121387
1922697,16,0.023121387
2000388,16,0.02359882
2023234,16,0.023809524
2043104,16,0.024193548
2043237,16,0.024464832
1914771,16,0.024896266
1934782,16,0.025
2125677,16,0.025125628
2125748,16,0.025188917
1954776,16,0.025270758
1903152,16,0.025316456
1922642,16,0.025936599
1807056,16,0.026315789
1821788,16,0.026737968
1820640,16,0.026785714
1753983,16,0.027149321
2024584,16,0.027210884
1922072,16,0.027237354
2000599,16,0.027355623
2114952,16,0.027522936
2000483,16,0.027522936
1951688,16,0.028409091
1912753,16,0.028436019
2037360,16,0.028455285
1928820,16,0.028571429
1820573,16,0.028985507
1956193,16,0.029126214
2039288,16,0.029508197
1855978,16,0.02962963
1955062,16,0.02994012
1806323,16,0.03003003
2041856,16,0.03030303
1856384,16,0.03058104
2039445,16,0.031141869
1821666,16,0.031496063
1900210,16,0.031818182
1828869,16,0.031884058
2100234,16,0.031948882
2025162,16,0.032154341
1927550,16,0.032258065
2115025,16,0.032258065
2105555,16,0.032258065
2100355,16,0.032544379
2025046,16,0.032994924
1754092,16,0.033333333
2125733,16,0.033536585
1922398,16,0.033639144
2114974,16,0.033783784
2122416,16,0.033962264
1920560,16,0.033980583
2100343,16,0.034013605
2000847,16,0.034188034
2114892,16,0.034482759
1954923,16,0.034985423
2021628,16,0.035135135
1954946,16,0.03525641
1821744,16,0.035532995
1937714,16,0.036363636
1829008,16,0.036363636
2029632,16,0.037356322
2100134,16,0.038011696
2054920,16,0.038194444
1922666,16,0.038781163
2113839,16,0.039215686
2022168,16,0.039215686
2125940,16,0.040123457
1844136,16,0.040229885
1901733,16,0.040816327
2113981,16,0.042857143
2038483,16,0.044303797
1919004,16,0.044642857
2021871,16,0.044736842
2039612,16,0.044871795
1761158,16,0.045643154
2125703,16,0.047486034
2022040,16,0.048433048
2125913,16,0.048484848
1846321,16,0.048850575
2125483,16,0.048888889
1761249,16,0.049079755
2041970,16,0.049469965
2025349,16,0.050167224
1949922,16,0.05019305
1821829,16,0.050251256
1926736,16,0.050746269
1829075,16,0.052197802
2028397,16,0.052238806
1931800,16,0.053061224
2021744,16,0.054054054
2125872,16,0.055023923
2114660,16,0.056782334
1922551,16,0.058139535
2039354,16,0.058608059
2126023,16,0.060728745
1835309,16,0.061452514
1760993,16,0.061643836
2125798,16,0.0626703
2125921,16,0.062874251
1822030,16,0.06557377
1821780,16,0.06640625
2041788,16,0.07037037
1829071,16,0.072131148
1841792,16,0.072413793
1856394,16,0.073170732
1806874,16,0.073619632
2025686,16,0.073863636
2021585,16,0.075709779
1922649,16,0.079155673
1761008,16,0.079584775
1912474,16,0.081521739
1922598,16,0.084745763
1828149,16,0.090909091
2125644,16,0.091397849
1922639,16,0.091644205
1956114,16,0.092436975
1820666,16,0.092827004
1828993,16,0.093548387
1937490,16,0.093984962
1806593,16,0.101654846
2100139,16,0.102389078
2022138,16,0.108024691
1922758,16,0.121387283
1828942,16,0.122562674
1937251,16,0.127272727
1922512,16,0.139204545
2125684,16,0.154791155
2055062,16,0.158844765
1922658,16,0.159235669
1937612,16,0.159340659
1855886,16,0.161676647
2125295,16,0.168639053
1820685,16,0.176029963
2021874,16,0.248291572
1955109,16,0.259146341
1761251,16,0.29588015
1760884,17,0.004385965
2025046,17,0.005076142
1921840,17,0.005291005
1922639,17,0.005390836
1806698,17,0.005479452
1829075,17,0.005494505
2042882,17,0.005540166
1946537,17,0.005555556
2105718,17,0.005649718
1922642,17,0.005763689
1828869,17,0.005797101
